DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude
1109290;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1110450;1;4;;“ройник;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 1200 мм, 9 час.;;;
1111660;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1111710;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1111930;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1111980;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
1112030;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,36;;;;;;;;;;;;;;;;
1118830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1118880;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,23;;;;;;;;;;;;;;;;
1130190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1130240;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,35;;;;;;;;;;;;;;;;
1141350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1141400;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,17;;;;;;;;;;;;;;;;
1150880;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;68; 0,0 ; 0,0 ;10,24;10,35;;;0;;;;;;;;;;;;
1150880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1150930;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,35;;;;;;;;;;;;;;;;
1151920;2;0;; оррози€ ;Ћќ∆№;35;275; 10,0 ; 10,0 ;1,36;2,23;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
1162420;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1162470;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,48;;;;;;;;;;;;;;;;
1174060;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1174110;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,23;;;;;;;;;;;;;;;;
1185720;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1185770;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
1195260;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1195310;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,05;;;;;;;;;;;;;;;;
1204250;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1204300;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
1215820;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1215870;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,42;;;;;;;;;;;;;;;;
1227050;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1227100;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,47;;;;;;;;;;;;;;;;
1238490;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1238540;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,47;;;;;;;;;;;;;;;;
1249380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1249430;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,00;;;;;;;;;;;;;;;;
1261020;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1261070;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,35;;;;;;;;;;;;;;;;
1272010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1272060;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,41;;;;;;;;;;;;;;;;
1283600;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1283650;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
1295260;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1295310;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,53;;;;;;;;;;;;;;;;
1306020;2;6;;“ехнологический дефект;Ћќ∆№;10;10; 0,0 ; 0,0 ;11,30;11,30;;;0;;;;;;;;;"«аварка отверсти€; Ёквивалент потери металла 15%.";;;
1306270;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1306320;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,35;;;;;;;;;;;;;;;;
1317660;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1317710;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,30;;;;;;;;;;;;;;;;
1327990;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1328040;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,05;;;;;;;;;;;;;;;;
1339440;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1339490;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,00;;;;;;;;;;;;;;;;
1350860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1350910;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,35;;;;;;;;;;;;;;;;
1362090;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1362140;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,30;;;;;;;;;;;;;;;;
1373780;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1373830;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,48;;;;;;;;;;;;;;;;
1384500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1384550;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,54;;;;;;;;;;;;;;;;
1395770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1395820;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
1406950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1407000;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
1418540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1418590;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,00;;;;;;;;;;;;;;;;
1430160;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1430210;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
1441570;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1441620;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
1453120;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1453170;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
1453220;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,05;4,05;;;;;;;;;;;;;;;
1464400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1464450;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,30;5,30;;;;;;;;;;;;;;;
1474970;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1475020;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,12;8,11;;;;;;;;;;;;;;;
1486060;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1486110;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,41;4,42;;;;;;;;;;;;;;;
1497390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1497440;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,00;5,00;;;;;;;;;;;;;;;
1508880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1508930;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,54;6,54;;;;;;;;;;;;;;;
1520170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1520220;2;0;; оррози€ ;Ћќ∆№;60;790; 10,0 ; 10,0 ;2,42;4,54;;;0;;;;;;;;;"ѕотер€ металла; ";;;
1520220;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;3,00;9,00;;;;;;;;;;;;;;;
1530780;2;0;; оррози€ ;Ћќ∆№;65;715; 13,0 ; 13,0 ;3,12;5,05;;;0;;;;;;;;;"ѕотер€ металла; ";;;
1530920;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1530970;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,47;8,48;;;;;;;;;;;;;;;
1542110;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1542140;2;0;; оррози€ ;Ћќ∆№;110;2130; 10,0 ; 10,0 ;3,42;9,24;;;0;;;;;;;;;"ѕотер€ металла; ";;;
1542160;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,18;4,17;;;;;;;;;;;;;;;
1553170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1553220;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,18;3,17;;;;;;;;;;;;;;;
1564550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1564600;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,53;8,54;;;;;;;;;;;;;;;
1573580;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;12,00;12,06;;;0;;;;;;;;;;;;
1576040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1576090;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,12;6,12;;;;;;;;;;;;;;;
1587370;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1587420;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,30;8,30;;;;;;;;;;;;;;;
1598680;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1598730;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,24;3,23;;;;;;;;;;;;;;;
1610020;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1610070;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,05;3,06;;;;;;;;;;;;;;;
1613190;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;913; 0,0 ; 0,0 ;3,23;5,54;;;0;;;;;;;;;;;;
1613190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1613240;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,17;8,18;;;;;;;;;;;;;;;
1615580;2;0;; оррози€ ;Ћќ∆№;40;625; 10,0 ; 10,0 ;7,35;9,18;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
1617110;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1617160;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,36;6,35;;;;;;;;;;;;;;;
1617320;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;4,30;4,35;;;0;;;;;;;;;;;;
1621130;2;0;; оррози€ ;Ћќ∆№;50;135; 10,0 ; 10,0 ;2,47;3,12;;;0;;;;;;;;;"ѕотер€ металла; »меютс€ признаки дефекта проката.";;;
1621530;2;0;; оррози€ ;Ћќ∆№;30;80; 10,0 ; 10,0 ;3,12;3,23;;;0;;;;;;;;;"ѕоперечна€ канавка; »меютс€ признаки дефекта проката.";;;
1623220;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1623270;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
1623320;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
1634550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1634600;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,00;;;;;;;;;;;;;;;;
1641860;2;7;;«аводской дефект;Ћќ∆№;55;215; 0,0 ; 0,0 ;8,35;9,11;;;0;;;;;;;;;Ёквивалент потери металла 12%.;;;
1643770;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;9,05;9,11;;;0;;;;;;;;;;;;
1645520;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1645570;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
1645620;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,47;;;;;;;;;;;;;;;;
1646470;2;0;; оррози€ ;Ћќ∆№;60;695; 10,0 ; 10,0 ;4,00;5,47;;;0;;;;;;;;;"ѕотер€ металла; ";;;
1646550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1646600;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,00;;;;;;;;;;;;;;;;
1657710;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1657760;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
1659620;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1659670;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
1662000;2;0;; оррози€ ;Ћќ∆№;70;330; 11,0 ; 11,0 ;7,42;8,35;;;0;;;;;;;;;"ѕотер€ металла; ";;;
1667790;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;9,41;9,54;;;0;;;;;;;;;;;;
1670110;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1670160;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,42;8,41;;;;;;;;;;;;;;;
1680790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1680840;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
1680890;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
1692450;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1692500;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
1692550;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,30;6,30;;;;;;;;;;;;;;;
1699240;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1699290;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,18;6,17;;;;;;;;;;;;;;;
1706080;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1706130;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,30;3,30;;;;;;;;;;;;;;;
1712350;2;7;;«аводской дефект;Ћќ∆№;100;30; 0,0 ; 0,0 ;12,00;12,06;;;0;;;;;;;;;Ёквивалент потери металла 15%.;;;
1712470;2;7;;«аводской дефект;Ћќ∆№;40;110; 0,0 ; 0,0 ;11,00;11,18;;;0;;;;;;;;;Ёквивалент потери металла 15%.;;;
1717280;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1717330;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
1717380;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,30;8,30;;;;;;;;;;;;;;;
1726870;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;153; 0,0 ; 0,0 ;1,53;2,17;;;0;;;;;;;;;;;;
1726880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1726930;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
1726980;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,48;;;;;;;;;;;;;;;;
1738390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1738440;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
1738490;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,36;;;;;;;;;;;;;;;;
1746430;2;0;; оррози€ ;Ћќ∆№;45;250; 10,0 ; 10,0 ;6,05;6,47;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
1749790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1749840;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
1749890;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,36;8,35;;;;;;;;;;;;;;;
1761410;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1761460;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,53;7,54;;;;;;;;;;;;;;;
1772660;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1772710;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,48;5,47;;;;;;;;;;;;;;;
1778260;2;7;;«аводской дефект;Ћќ∆№;350;60; 0,0 ; 0,0 ;7,05;7,12;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
1780730;2;7;;«аводской дефект;Ћќ∆№;305;85; 0,0 ; 0,0 ;7,00;7,12;;;0;;;;;;;;;Ёквивалент потери металла 12%.;;;
1782760;2;7;;«аводской дефект;Ћќ∆№;370;125; 0,0 ; 0,0 ;6,54;7,12;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
1783410;2;7;;«аводской дефект;Ћќ∆№;105;350; 0,0 ; 0,0 ;9,24;10,18;;;0;;;;;;;;;Ёквивалент потери металла 11%.;;;
1783910;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1783960;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,30;6,30;;;;;;;;;;;;;;;
1790480;2;7;;«аводской дефект;Ћќ∆№;15;65; 0,0 ; 0,0 ;12,30;12,42;;;0;;;;;;;;;"ћеталлургический дефект; Ёквивалент потери металла 10%.";;;
1795390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1795440;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,18;4,17;;;;;;;;;;;;;;;
1806440;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1806490;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,05;3,06;;;;;;;;;;;;;;;
1817700;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1817750;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,18;6,17;;;;;;;;;;;;;;;
1828740;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1828790;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,54;3,53;;;;;;;;;;;;;;;
1840060;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1840110;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,54;3,53;;;;;;;;;;;;;;;
1851340;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1851390;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,18;4,17;;;;;;;;;;;;;;;
1862770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1862820;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,42;6,42;;;;;;;;;;;;;;;
1874180;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1874230;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,53;7,54;;;;;;;;;;;;;;;
1885340;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1885390;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,42;6,42;;;;;;;;;;;;;;;
1896620;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1896670;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,00;7,00;;;;;;;;;;;;;;;
1907780;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1907830;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,11;5,12;;;;;;;;;;;;;;;
1919160;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1919210;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,36;8,35;;;;;;;;;;;;;;;
1930310;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1930360;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,35;4,35;;;;;;;;;;;;;;;
1941720;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1941770;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,53;8,54;;;;;;;;;;;;;;;
1952710;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1952760;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,18;4,17;;;;;;;;;;;;;;;
1964020;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1964070;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,41;5,42;;;;;;;;;;;;;;;
1975310;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1975360;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,00;7,00;;;;;;;;;;;;;;;
1986620;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1986670;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,18;3,17;;;;;;;;;;;;;;;
1997910;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1997960;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
1998010;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,30;8,30;;;;;;;;;;;;;;;
1999140;2;0;; оррози€ ;Ћќ∆№;25;85; 10,0 ; 10,0 ;6,30;6,42;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
2003730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2003780;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,23;7,24;;;;;;;;;;;;;;;
2007340;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2007390;4;3;;—пиральный шов;Ћќ∆№;;;;;11,30;;;;;;;;;;;;;;;;
2018840;4;3;;—пиральный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
2018890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2018940;4;3;;—пиральный шов;Ћќ∆№;;;;;4,47;;;;;;;;;;;;;;;;
2029420;4;3;;—пиральный шов;Ћќ∆№;;;;;5,30;;;;;;;;;;;;;;;;
2029470;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2029520;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
2029570;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,05;;;;;;;;;;;;;;;;
2036770;2;0;; оррози€ ;Ћќ∆№;135;295; 10,0 ; 10,0 ;5,30;6,17;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2037590;2;0;; оррози€ ;Ћќ∆№;110;400; 12,0 ; 12,0 ;5,12;6,17;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2040420;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2040470;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
2042670;2;0;; оррози€ ;Ћќ∆№;535;135; 13,0 ; 13,0 ;4,47;5,05;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2051800;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2051850;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,41;;;;;;;;;;;;;;;;
2062820;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2062870;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
2067790;2;0;; оррози€ ;Ћќ∆№;35;165; 10,0 ; 10,0 ;2,36;3,00;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
2073030;2;0;; оррози€ ;Ћќ∆№;610;80; 10,0 ; 10,0 ;4,05;4,17;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2073280;2;0;; оррози€ ;Ћќ∆№;340;215; 12,0 ; 12,0 ;3,12;3,47;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2073679;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2073729;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
2073779;4;3;;—пиральный шов;Ћќ∆№;;;;;3,47;;;;;;;;;;;;;;;;
2075449;2;0;; оррози€ ;Ћќ∆№;215;905; 13,0 ; 13,0 ;3,36;6,05;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2078020;2;0;; оррози€ ;Ћќ∆№;45;150; 10,0 ; 10,0 ;3,12;3,36;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
2082469;2;0;; оррози€ ;Ћќ∆№;155;700; 14,0 ; 14,0 ;3,42;5,35;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2082679;4;3;;—пиральный шов;Ћќ∆№;;;;;6,00;;;;;;;;;;;;;;;;
2082730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2082770;2;0;; оррози€ ;Ћќ∆№;130;125; 10,0 ; 10,0 ;3,42;4,00;;;0;;;;;;;;;"ѕотер€ металла; ";;;
2082780;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
2082830;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,11;5,12;;;;;;;;;;;;;;;
2094239;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2094289;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,30;4,30;;;;;;;;;;;;;;;
2105590;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2105640;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,11;3,12;;;;;;;;;;;;;;;
2117120;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2117170;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,18;7,17;;;;;;;;;;;;;;;
2128490;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2128540;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,48;7,47;;;;;;;;;;;;;;;
2131230;2;7;;«аводской дефект;Ћќ∆№;980;125; 0,0 ; 0,0 ;5,17;5,42;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
